food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,image
ikan teri segar,74.0,1.4,0.2985158905646678,0.4784330550146859,0.5530510544206462,4.1,0.0,10.3,0.0,85.0,1.5,82.7,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,3.064,https://imgx.parapuan.co/crop/158x87:1101x703/945x630/photo/2022/03/17/istock-1338406521jpg-20220317072335.jpg
ikan teri tepung,347.0,6.4,1.3646440711527674,2.1871225372099934,2.52823339163724,19.6,0.0,48.8,0.0,85.0,1.5,23.700000000000003,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.097,https://kbu-cdn.com/dk/wp-content/uploads/teri-kriuk.jpg
ikan titang segar,82.0,0.4,0.0954007247213054,0.16784796547187666,0.11675130980681792,2.3,0.35733333333333334,17.4,0.072,111.50533333333333,0.40544,78.4,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.575,https://www.greeners.co/wp-content/uploads/2021/06/Ikan-Kiper.jpg
ikan tongkol segar,100.0,1.5,0.35775271770489525,0.6294298705195374,0.43781741177556716,8.0,0.35733333333333334,13.7,0.072,111.50533333333333,0.40544,75.3,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.143,https://upload.wikimedia.org/wikipedia/commons/5/5d/Euthyn_affin_101018-8111_tdp.jpg
ikan turi segar,96.0,2.0,0.47700362360652704,0.8392398273593833,0.5837565490340896,0.2,0.1581366459627329,19.2,0.031863354037267075,111.50533333333333,0.40544,77.1,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.419,https://www.garnesia.com/images/vendor/v4934.jpg
intip goreng,474.0,21.6,1.5054187327823692,2.259060606060606,1.9899559228650139,62.3,7.938305785123967,7.6,2.8423250688705233,0.0,0.18053168044077136,7.0,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.141,https://img-global.cpcdn.com/recipes/4dece0e171a7ee52/1200x630cq70/photo.jpg
itik alabio daging dendeng mentah,496.0,33.5,9.170217630853996,10.485465564738293,3.0834462809917356,18.4,0.826625344352617,30.3,0.4649972451790634,178.88484848484848,0.4293168044077135,16.30000000000001,0.09314876033057852,0.45900550964187325,0.09772451790633607,0.043595041322314045,0.44092011019283744,8.405173553719008,2.4919173553719007,0.7477548209366391,4.203862258953168,0.06676584022038566,0.3992534435261708,0.07881818181818182,49.321349862258955,5.145644628099174,3.831512396694215,43.703305785123966,4.2536391184573,368.38300275482095,600.8374655647383,56.006231404958676,4.844550964187327,0.409,https://2.bp.blogspot.com/-SbmA8hgkc0o/WJCLWXFxWdI/AAAAAAAAAew/-RmRX3YjJ3EtldaLu6fvsQoQvowStN2OwCLcB/s1600/287162783_4_644x461_dendeng-itik-rina-asli-amuntai-rumah-tangga.jpg
jagung grontol,156.0,1.3,0.32308854829907213,0.4848329543387301,0.4270784973621975,33.3,7.938305785123967,2.7,2.8423250688705233,0.0,0.18053168044077136,61.2,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.303,https://img-global.cpcdn.com/recipes/763fb46246f99eb2/680x482cq70/grontol-jagung-foto-resep-utama.jpg
jagung kuning giling,361.0,4.5,1.1183834364198653,1.678267918864835,1.4783486447152991,72.4,7.938305785123967,8.7,2.8423250688705233,0.0,0.18053168044077136,12.899999999999991,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.197,https://i0.wp.com/hobiternak.com/wp-content/uploads/2018/10/Jagung-Giling.jpg?ssl=1
jagung kuning muda,129.0,1.3,0.32308854829907213,0.4848329543387301,0.4270784973621975,30.3,7.938305785123967,4.1,2.8423250688705233,0.0,0.18053168044077136,62.8,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.41,https://asset.kompas.com/crops/HUdXp3hvaVaonEfuXn7HIdFl66A=/100x98:900x632/750x500/data/photo/2023/04/25/6447c89e49faa.jpg
jagung kuning pipil baru,307.0,3.4,0.8450008186283426,1.2680246498089867,1.1169745315626705,63.6,7.938305785123967,7.9,2.8423250688705233,0.0,0.18053168044077136,23.599999999999994,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.222,https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519
jagung kuning pipil kering mentah,366.0,7.3,1.5565471436586251,2.494686644005148,2.883766212336227,69.1,0.0,9.8,0.0,85.0,1.5,12.300000000000011,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,0.614,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/9/46770004-bb6d-4090-9004-d533f57099b6.jpg
jagung kuning pipil lama,355.0,3.9,0.9692656448972164,1.4544988630161901,1.2812354920865925,73.7,7.938305785123967,9.2,2.8423250688705233,0.0,0.18053168044077136,11.700000000000003,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.206,https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519
jagung kuning pipil rebus,154.0,3.5,0.8698537838821173,1.3053194924504272,1.1498267236674549,28.4,7.938305785123967,3.8,2.8423250688705233,0.0,0.18053168044077136,62.80000000000001,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.336,https://asset-a.grid.id/crop/0x0:0x0/700x0/photo/2021/11/13/webpnet-resizeimage-2021-11-1-20211113101409.jpg
jagung kuning segar,140.0,1.3,0.32308854829907213,0.4848329543387301,0.4270784973621975,33.1,7.938305785123967,4.7,2.8423250688705233,0.0,0.18053168044077136,59.4,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.395,https://img.freepik.com/free-photo/fresh-corn-wooden-table_93675-128402.jpg?w=1060&t=st=1684232021~exp=1684232621~hmac=042e896b6f66894e080286eff787ce22c624d05b8a23aca7b2a8697e1db9c2a4
jagung kuning tepung,355.0,3.9,0.9692656448972164,1.4544988630161901,1.2812354920865925,73.7,7.938305785123967,9.2,2.8423250688705233,0.0,0.18053168044077136,11.700000000000003,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.206,https://asset.kompas.com/crops/DML-7ulQtT9LImhG3ktsEsZGSvk=/0x0:780x520/780x390/data/photo/2020/06/28/5ef8bf9a2b929.jpg
jagung muda,35.0,0.1,0.024852965253774787,0.037294842641440784,0.032852192104784426,7.4,5.176532841651273,2.2,1.853467158348727,0.0,0.18053168044077136,88.8,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,1.209,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/30/92010621-b054-4943-a591-999d1a51d8f6.jpg
jagung muda kuning mentah,147.0,0.7,0.17397075677642349,0.26106389849008543,0.22996534473349098,31.5,7.938305785123967,5.1,2.8423250688705233,0.0,0.18053168044077136,61.2,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.387,https://cdn0-production-images-kly.akamaized.net/TEujZlJaBxECV4gi2Q1Wsm-MQEM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2861087/original/051181600_1563862977-corn-4318296_1920.jpg
jagung muda rebus,142.0,0.7,0.17397075677642349,0.26106389849008543,0.22996534473349098,30.3,7.938305785123967,5.0,2.8423250688705233,0.0,0.18053168044077136,62.5,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.398,https://img-global.cpcdn.com/recipes/692c7955006bca76/1200x630cq70/photo.jpg
jagung pipil var. harapan kering,367.0,5.1,1.0874507441998613,1.742863271839213,2.0146859839609252,76.2,0.0,6.2,0.0,85.0,1.5,11.0,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,0.573,https://s2.bukalapak.com/img/7921308452/large/IMG_20180418_WA0037_scaled.jpg
jagung pipil var. metro kering,368.0,4.6,0.9808379261410513,1.5719943236196823,1.8171677502392658,78.0,0.0,5.5,0.0,85.0,1.5,10.400000000000006,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,0.564,https://cdn.antaranews.com/cache/800x533/2011/05/20110519103631tanaman.gif
jagung putih giling,361.0,4.5,1.1183834364198653,1.678267918864835,1.4783486447152991,72.4,7.938305785123967,8.7,2.8423250688705233,0.0,0.18053168044077136,12.899999999999991,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.197,https://s.alicdn.com/@sc04/kf/Af5e0567d01f840f1be84540684200cabd.png
jagung putih muda,129.0,1.3,0.32308854829907213,0.4848329543387301,0.4270784973621975,30.3,7.938305785123967,4.1,2.8423250688705233,0.0,0.18053168044077136,62.8,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.41,https://awsimages.detik.net.id/community/media/visual/2023/01/30/resep-tumis-jagung-muda-dan-ayam-1_43.jpeg?w=480
jagung putih pipil baru,307.0,3.4,0.8450008186283426,1.2680246498089867,1.1169745315626705,63.6,7.938305785123967,7.9,2.8423250688705233,0.0,0.18053168044077136,23.599999999999994,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.222,https://sg-live-01.slatic.net/p/2d3e9d117d7da5fe175c4490faa98074.jpg
jagung putih pipil lama,355.0,3.9,0.9692656448972164,1.4544988630161901,1.2812354920865925,73.7,7.938305785123967,9.2,2.8423250688705233,0.0,0.18053168044077136,11.700000000000003,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.206,https://sg-live-01.slatic.net/p/2d3e9d117d7da5fe175c4490faa98074.jpg
jagung putih segar,140.0,1.3,0.32308854829907213,0.4848329543387301,0.4270784973621975,33.1,7.938305785123967,4.7,2.8423250688705233,0.0,0.18053168044077136,59.4,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.395,https://cdn.timesmedia.co.id/images/2018/05/01/Jagung-Putih-Bukalapak.jpg
jagung rebus,175.0,1.8,0.4473533745679461,0.671307167545934,0.5913394578861196,35.0,7.938305785123967,1.8,2.8423250688705233,0.0,0.18053168044077136,59.9,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.25,https://asset.kompas.com/crops/L0i8I7tD8bIDLcs9nVG_Ok9egfI=/0x0:1000x667/750x500/data/photo/2021/10/05/615b9e713eeda.jpg
jagung sayur (tumis),148.9,10.4,0.257125,0.15310416666666668,0.12495833333333334,20.1,0.8,10.4,2.8,0.0,0.185875,57.599999999999994,2.8,0.0489375,0.06658333333333334,0.0,0.07535416666666667,0.460375,0.24762499999999998,0.17227083333333335,35.0,6.303395833333333,0.568375,0.28,190.0,21.43495833333333,2.8,26.818749999999998,8.540729166666667,33.55116666666667,390.0,75.76641666666667,0.2656041666666667,0.847,https://ibusayur.my.id/wp-content/uploads/2022/08/ibusayur.my.id-sayur-nangka-51661b26-eb56-4072-8613-65cb6b4c2ecb.png
jagung titi,374.0,2.2,0.5467652355830452,0.8204865381116971,0.7227482263052574,79.1,7.938305785123967,9.4,2.8423250688705233,0.0,0.18053168044077136,7.800000000000011,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.198,https://www.goodnewsfromindonesia.id/uploads/post/large-jagung-titi-khas-nusa-tenggara-timur-tagar-auto-x2-6d59375d908da9e03022e47ce4038409.jpg
jahe,51.0,1.0,0.2796765895637144,0.4101735729326847,0.2601498375036009,10.1,3.5049765625,1.5,2.44809375,0.0,0.260140625,85.9,0.0097109375,0.0605,0.0621640625,0.0,0.0738515625,0.833796875,0.540875,0.233203125,8.6269375,8.1359140625,0.40707031250000003,0.2821640625,32.8043125,9.793171875,1.0157265625,22.8261796875,7.3714296875,52.0615546875,269.453125,109.34288281250001,0.4319765625,0.889,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/yGGUi3g36leAkNBWE0jT6/original/044762400_1598525725-Ini-Bedanya-Manfaat-Jahe-Merah-Jahe-Putih-dan-Jahe-Emprit-shutterstock_585874265.jpg
jali,289.0,4.0,0.9941186101509912,1.4917937056576311,1.314087684191377,61.0,7.938305785123967,11.0,2.8423250688705233,0.0,0.18053168044077136,22.5,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.278,https://statics.indozone.news/content/2020/11/20/qEsjPJP/jali-jali-superfood-dengan-pemanfaatan-terbatas-di-indonesia98_700.jpg
jam selai,239.0,0.6,0.40503558343882107,0.11495642132272427,0.050007995238454596,64.5,12.097386666666667,0.5,1.8356866666666667,0.0,0.08663333333333334,32.900000000000006,0.010153333333333334,0.05794666666666667,1.2299266666666666,0.0,0.05466,0.6339933333333334,0.2978733333333333,0.13522666666666666,40.966,9.011166666666666,0.19608666666666666,0.13782666666666665,18.614773333333332,4.409466666666666,0.7074666666666667,15.85036,4.343813333333333,31.90451333333333,145.25066666666666,56.01330000000001,0.2742533333333333,0.187,https://i0.wp.com/pinkkorset.com/wp-content/uploads/2016/07/selai.jpg
